place_id,name,main_category,phone,website,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code,coordinates,lat,lng,House_number,Street,Ward,District,City,progress,cleaned_street
ChIJH78hhTMvdTERZh3Ycxvr6VA,Giày Cao Maxi,Cửa hàng giày dép,0938 274 912,http://giaycaomaxi.com/,"154 Đ. Điện Biên Phủ, Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh 72400","Võ Thị Sáu, Quận 3","Giày Cao Maxi, 154 Đ. Điện Biên Phủ",Thành phố Hồ Chí Minh,72400.0,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.786277,106.69332899999999",10.786277,106.69332899999999,,Đường Điện Biên Phủ,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Điện Biên Phủ
ChIJs-0sus4odTERd7phd504XOo,Giày cao gót Trinnie,Cửa hàng giày dép,0902 300 155,https://giaycaogot.com/,"264 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh","Phường 5, Quận 3",264 Võ Văn Tần,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7722087,106.6861299",10.7722087,106.6861299,266,Đường Võ Văn Tần,Phường 5,Quận 3,Hồ Chí Minh,True,Đường Võ Văn Tần
ChIJ46c7o-UvdTERB0go7a-edGg,Steeler Shoes CN2,Cửa hàng giày dép,0908 785 225,https://steeler.vn/,"345/5B Đ. Trần Hưng Đạo, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh 700000","Cầu Kho, Quận 1",345/5B Đ. Trần Hưng Đạo,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7608762,106.6897729",10.7608762,106.6897729,37,Hẻm 345 Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
ChIJjRrGozsvdTER3CExWgR9DSM,Grace Saigon - Giày Thủ Công,Cửa hàng giày dép,0937 999 700,http://www.gracesaigon.com/,"60 P. Đức Chính, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh 700000","P. Phú Thuận, Quận 1",60 P. Đức Chính,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7692712,106.700127",10.7692712,106.700127,58,Đường Phó Đức Chính,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Phó Đức Chính
ChIJL5QmBnAvdTER3BeTTXiPzdE,Tiệm Giày Grove Street,Cửa hàng giày dép,0909 406 874,http://www.grovestreetshoe.com/,"27/10 Đ. Nguyễn Thái Bình, P, Quận 1, Thành phố Hồ Chí Minh 70000","P, Quận 1",27/10 Đ. Nguyễn Thái Bình,Thành phố Hồ Chí Minh,70000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7696673,106.70081859999999",10.7696673,106.70081859999999,10,Hẻm 27 Nguyễn Thái Bình,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thái Bình
ChIJ_6tURzwvdTERpr21ELNoZk0,Giày Hoa Nắng,Cửa hàng giày dép,0969 153 333,http://www.giayhoanang.vn/,nan,,,,,,,"10.8024288,106.68778089999999",10.8024288,106.68778089999999,25,Hẻm 85 Trần Kế Xương,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Trần Kế Xương
ChIJCTLkSs0odTERwP7X4loR7FY,giày T&H,Cửa hàng giày dép,0901 820 779,http://giayth.com/,"127/9 Cô Giang, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 1, Phú Nhuận",127/9 Cô Giang,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.7977375,106.6840723",10.7977375,106.6840723,,Hẻm Cô Giang,Phường 1,Quận Phú Nhuận,Hồ Chí Minh,True,Hẻm Cô Giang
ChIJ0VmeuisvdTERjMdPQ5QQpCs,Chú Văn sửa giày,Cửa hàng giày chỉnh hình,0918 186 444,https://chuvansuagiay.vn/,"95 Đ. Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000","Bến Nghé, Quận 1",95 Đ. Lê Thánh Tôn,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7753218,106.7000645",10.7753218,106.7000645,90,Đường Lê Thánh Tôn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Thánh Tôn
ChIJ3bsM1I0vdTERXcSe7MXoFHM,Dony Shoes - Shop Giày Dép Nam Nữ VNXK,Cửa hàng giày dép,0916 363 550,https://donyshoes.com/,"42 Đ. Lưu Văn Lang, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 71000","Phường Bến Thành, Quận 1",42 Đ. Lưu Văn Lang,Thành phố Hồ Chí Minh,71000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7731823,106.69873679999999",10.7731823,106.69873679999999,46,Đường Lưu Văn Lang,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lưu Văn Lang
ChIJg4kA9WwvdTERnYabE4JP1is,Tiệm giày boot,Cửa hàng giày dép,0944 966 439,https://tiemgiayboot.vn/,"123 Đ. Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",123 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7694958,106.6908687",10.7694958,106.6908687,113,Đường Nguyễn Trãi,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJbSOL9LkpdTERnP3GlwEQs58,Giày Da Bò ĐỨC HÀ,Cửa hàng giày dép,0909 850 083,https://giaynamducha.com/,"21 Phan Đình Phùng, Phường 17, Phú Nhuận, Thành phố Hồ Chí Minh 700000","Phường 17, Phú Nhuận",21 Phan Đình Phùng,Thành phố Hồ Chí Minh,700000.0,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.792793399999999,106.6855564",10.792793399999999,106.6855564,23,Đường Phan Đình Phùng,Phường 17,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Phan Đình Phùng
ChIJvwm7XFopdTERCoOY0x2pURU,Shop giày sandal nữ ZStyle,Cửa hàng giày dép,0975 481 014,https://www.zstyle.vn/giay-xang-dan-nu/,"4 Đoàn Thị Điểm, Phường 1, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 1, Phú Nhuận",4 Đoàn Thị Điểm,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.799292699999999,106.6812885",10.799292699999999,106.6812885,2,Hẻm 6 Đoàn Thị Điểm,Phường 1,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Đoàn Thị Điểm
ChIJr9jMSp0pdTERN2xnGJr0lYY,Moon2Hand - Shop giày,Cửa hàng giày dép,0903 758 050,https://www.facebook.com/Moonshop.1103.fashion/,"64 Nguyễn Ngọc Phương, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 19, Bình Thạnh",64 Nguyễn Ngọc Phương,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.788846099999999,106.70872209999999",10.788846099999999,106.70872209999999,68,Đường Nguyễn Ngọc Phương,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nguyễn Ngọc Phương
ChIJH-j_TbIodTERtyNsVB9Wvwk,Shop Giày Lạ VNXK,Cửa hàng giày dép,028 3840 1278,https://www.facebook.com/phuong.cuteshopvnxk/,"1 Công Trường Tự Do, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 19, Bình Thạnh",1 Công Trường Tự Do,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.792116799999999,106.70909999999999",10.792116799999999,106.70909999999999,1,Hẻm 1 Công Trường Tự Do,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Công Trường Tự Do
ChIJb9Kp7GkvdTERs0gx55rHCME,sỉ giày dép,Cửa hàng giày dép,0962 822 303,https://sigiaydep.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,"14 Đ. Nguyễn Thị Nghĩa, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Phạm Ngũ Lão, Quận 1","sỉ giày dép, 14 Đ. Nguyễn Thị Nghĩa",Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.770437399999999,106.6937104",10.770437399999999,106.6937104,8,Đường Nguyễn Thị Nghĩa,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Nghĩa
ChIJ5XcUykcvdTERng2jwctvhZo,"Johnston & Muphy, Cửa Hàng Giày",Cửa hàng giày dép,028 3521 0106,https://www.johnstonmurphy.com/,"Unionsquare, Đ. Đồng Khởi, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh","Bến Nghé, Quận 1","Unionsquare, Đ. Đồng Khởi",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7764553,106.70214589999999",10.7764553,106.70214589999999,4A1,Đường Lê Lợi,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Lợi
ChIJb9Kp7GkvdTERs0gx55rHCME,sỉ giày dép,Cửa hàng giày dép,0962 822 303,https://sigiaydep.business.site/?utm_source=gmb&utm_medium=referral,"14 Đ. Nguyễn Thị Nghĩa, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Phạm Ngũ Lão, Quận 1","sỉ giày dép, 14 Đ. Nguyễn Thị Nghĩa",Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.770437399999999,106.6937104",10.770437399999999,106.6937104,8,Đường Nguyễn Thị Nghĩa,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Nghĩa
ChIJn-TzWVMpdTER3t5J9J-4Q7c,Giày Hiệu Giá Rẻ 52,Cửa hàng giày dép,0908 697 626,https://www.giayhieugiare52.vn/,"52 Vũ Huy Tấn, Phường 3, Bình Thạnh, Thành phố Hồ Chí Minh 70000","Phường 3, Bình Thạnh",52 Vũ Huy Tấn,Thành phố Hồ Chí Minh,70000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7958363,106.6948232",10.7958363,106.6948232,42,Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Vũ Huy Tấn
ChIJuZh6HssodTERtFLckFe1PRY,Cửa Hàng Giày An Lạc,Cửa hàng giày dép,028 3829 2951,http://giayanlac.com.vn/gioi-thieu.html,"149 Đ. Lê Văn Duyệt, Đa Kao, Quận 1, Thành phố Hồ Chí Minh","Đa Kao, Quận 1",149 Đ. Lê Văn Duyệt,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7910764,106.69659809999999",10.7910764,106.69659809999999,,Đường Đinh Tiên Hoàng,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Đinh Tiên Hoàng
ChIJKfE839oudTERoSirnv43WY8,Công Ty TNHH Sản Xuất Thương Mại Giày Armadino,Cửa hàng giày dép,0829 999 579,https://armadino.vn/giay/,"Tầng 33, 2 Hải Triều, Bến Nghé, Quận 1, Phường 11, Quận 10, Thành phố Hồ Chí Minh 700000","Phường 11, Quận 10","Tầng 33, 2 Hải Triều, Bến Nghé, Quận 1",Thành phố Hồ Chí Minh,700000.0,"Quận 10, Thành phố Hồ Chí Minh",VN,"10.771641299999999,106.70464109999999",10.771641299999999,106.70464109999999,8A,Đường Hải Triều,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Hải Triều
ChIJ1YXWwNModTER2-YLmk2JR7M,Cửa Hàng Giày Dép Suri,Cửa hàng giày dép,028 6681 8959,http://giaynusuri.com/,"86 Phan Đình Phùng, Phường 2, Phú Nhuận, Thành phố Hồ Chí Minh","Phường 2, Phú Nhuận",86 Phan Đình Phùng,Thành phố Hồ Chí Minh,,"Phú Nhuận, Thành phố Hồ Chí Minh",VN,"10.7943266,106.6840423",10.7943266,106.6840423,96B,Đường Phan Đình Phùng,Phường 17,Quận Phú Nhuận,Hồ Chí Minh,True,Đường Phan Đình Phùng
ChIJOdoULWQpdTERcWzkWGamm2A,Our Shoes - Giày Xuất Khẩu,Cửa hàng giày dép,0913 854 086,http://m.me/100755531572499,"33 Đ. Trần Nhật Duật, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 71000","Phường Tân Định, Quận 1",33 Đ. Trần Nhật Duật,Thành phố Hồ Chí Minh,71000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.793320999999999,106.689703",10.793320999999999,106.689703,33,Hẻm 39 Đường Trần Nhật Duật,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Nhật Duật
ChIJ_RbOFxQpdTERAlf48tNsyNg,Giày leo núi Humtto,Cửa hàng giày thể thao,0904 862 906,https://humtto.vn/,"33/4 Lý Văn Phức, Phường Tân Định, quận 01, Thành phố Hồ Chí Minh 70000","Phường Tân Định, quận 01",33/4 Lý Văn Phức,Thành phố Hồ Chí Minh,70000.0,"quận 01, Thành phố Hồ Chí Minh",VN,"10.7905151,106.6933239",10.7905151,106.6933239,4,Hẻm 4 Đường Lý Văn Phức,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Lý Văn Phức
ChIJWTTLr7IodTERm9_rUZbfRek,GIÀY NATU,Cửa hàng giày dép,0985 281 707,https://giaynatu.com/lien-he/,"Vinhomes Central Park, tòa nhà Central 1, Shophouse 7, Đ. Nguyễn Hữu Cảnh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 19, Bình Thạnh","Vinhomes Central Park, tòa nhà Central 1, Shophouse 7, Đ. Nguyễn Hữu Cảnh",Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7890613,106.7110087",10.7890613,106.7110087,22,Đường Nguyễn Hữu Cảnh,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Nguyễn Hữu Cảnh
ChIJBcocbj0vdTEROxZDmFBQD5U,Shop Giày Vans,Cửa hàng giày dép,0866 956 907,,"78 Đ. Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",78 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7702944,106.6915891",10.7702944,106.6915891,78,Đường Nguyễn Trãi,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJ_99GkbIodTERCI4BTSwfhME,Shop Giày Messi,Cửa hàng giày dép,0938 800 258,,"66 Phạm Viết Chánh, Phường 19, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 19, Bình Thạnh",66 Phạm Viết Chánh,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7900979,106.71080819999999",10.7900979,106.71080819999999,62,Đường Phạm Viết Chánh,Phường 19,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Phạm Viết Chánh
ChIJ_WOQsTgvdTERNlcO4_zwz6Q,Phố giày Lưu Văn Lang,Cửa hàng giày dép,,,"QMFX+9M9 Đ. Lưu Văn Lang, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh","Phường Bến Thành, Quận 1","QMFX+9M9, Đ. Lưu Văn Lang",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7734171,106.6992473",10.7734171,106.6992473,13,Đường Lưu Văn Lang,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lưu Văn Lang
ChIJkYgVcP8pdTERlYqQ4aYoPnw,TONA SHOE | GIÀY TÂY BÌNH THẠNH | GIÀY TÂY CÔNG SỞ HCM,Cửa hàng giày dép,0384 866 163,,"14 Đ. Nguyễn Thị Nghĩa, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",14 Đ. Nguyễn Thị Nghĩa,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.770437399999999,106.6937104",10.770437399999999,106.6937104,8,Đường Nguyễn Thị Nghĩa,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Thị Nghĩa
ChIJn507YSQpdTERHTthsqxA7NA,Giày Xuất Giá Rẻ Tiến Phượng,Cửa hàng giày dép,0906 768 388,,"64 Đ. Lê Văn Duyệt, Phường 1, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 1, Bình Thạnh",64 Đ. Lê Văn Duyệt,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7955917,106.6963042",10.7955917,106.6963042,50/70,Đường Đinh Tiên Hoàng,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Đinh Tiên Hoàng
ChIJ22sCqLoodTERw6TxCzxpo-4,Giày Golly,Cửa hàng giày dép,,,"193 Xô Viết Nghệ Tĩnh, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh 700000","Phường 17, Bình Thạnh",193 Xô Viết Nghệ Tĩnh,Thành phố Hồ Chí Minh,700000.0,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.7994489,106.71096299999999",10.7994489,106.71096299999999,191,Đường Xô Viết Nghệ Tĩnh,Phường 17,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Xô Viết Nghệ Tĩnh
ChIJMQQXKBgvdTERBB98mDEBk1g,Shop Giày Nữ Girlie,Cửa hàng giày dép,028 3920 9483,,"205 Đ. Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 71014","Phường Nguyễn Cư Trinh, Quận 1",205 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,71014.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7658226,106.68800429999999",10.7658226,106.68800429999999,211,Đường Nguyễn Trãi,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJ4S9MlhcvdTERAqfns4o6OSo,Tiệm Giày Hội Mỹ,Cửa hàng giày dép,028 3833 4517,,"198 Đ. Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",198 Đ. Cống Quỳnh,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.766272599999999,106.68945079999999",10.766272599999999,106.68945079999999,224,Đường Cống Quỳnh,Phường Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,True,Đường Cống Quỳnh
ChIJ48R1YhEvdTERUiYrMYdUEqw,SHOP GIÀY TRĂM XUẤT XỊN,Cửa hàng giày dép,0939 007 444,,"4 Đ. Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",4 Đ. Phạm Ngũ Lão,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7691045,106.6937269",10.7691045,106.6937269,1,Đường Phạm Ngũ Lão,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,True,Đường Phạm Ngũ Lão
ChIJnY_apBwvdTERDlsVQReyGig,Shop Giày Dép Anh Hiền,Cửa hàng giày dép,028 3924 6382,,"28 Đ. Nguyễn Trãi, Phường 3, Quận 5, Thành phố Hồ Chí Minh","Phường 3, Quận 5",28 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 5, Thành phố Hồ Chí Minh",VN,"10.7585196,106.68120959999999",10.7585196,106.68120959999999,36-38,Đường Nguyễn Trãi,Phường 3,Quận 5,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJ2eVpXBgvdTERLtv2QxXEb3g,Giày si Long Nguyễn,Cửa hàng giày dép,0327 296 293,,"43 Đ. Cao Thắng, Phường 3, Quận 3, Thành phố Hồ Chí Minh","Phường 3, Quận 3",43 Đ. Cao Thắng,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.7690532,106.68075139999999",10.7690532,106.68075139999999,43,Hẻm 51 Cao Thắng,Phường 3,Quận 3,Hồ Chí Minh,True,Đường Cao Thắng
ChIJoTsJbiMvdTER_u0tw-VICZE,Hẻm Giày Bắt Cóc,Cửa hàng giày thể thao,0357 759 193,,"giữa hẻm ạ, 555 Đ. Trần Hưng Đạo, Cầu Kho, Quận 1, Thành phố Hồ Chí Minh","Cầu Kho, Quận 1","giữa hẻm ạ, 555 Đ. Trần Hưng Đạo",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7569495,106.6862362",10.7569495,106.6862362,533/1A,Hẻm 569 Trần Hưng Đạo,Phường Cầu Kho,Quận 1,Hồ Chí Minh,True,Đường Trần Hưng Đạo
ChIJu5jGR88odTER2wAkNMb8jMg,Giày Si Nam,Cửa hàng giày dép,,,"Phường 7 Phú Nhuận, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 7 Phú Nhuận, Bình Thạnh",,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.799177199999999,106.69317249999999",10.799177199999999,106.69317249999999,160/3,Hẻm 160 Vạn Kiếp,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Vạn Kiếp
ChIJP2TZFssodTERVoW534TPSdc,Giày Thể Thao MQ,Cửa hàng giày dép,0965 484 686,,"16C Hoà Mỹ, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000","Đa Kao, Quận 1",16C Hoà Mỹ,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.791024,106.69598599999999",10.791024,106.69598599999999,3-4B,Đường Hòa Mỹ,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hòa Mỹ
ChIJxScC9bYodTERBj7wWa-gM-E,Giày Dép Na Na Trà Vinh,Cửa hàng giày dép,,,"124 Đ. Điện Biên Phủ, Phường 6, Quận 3, Thành phố Hồ Chí Minh","Phường 6, Quận 3",124 Đ. Điện Biên Phủ,Thành phố Hồ Chí Minh,,"Quận 3, Thành phố Hồ Chí Minh",VN,"10.789308199999999,106.6962774",10.789308199999999,106.6962774,120,Đường Điện Biên Phủ,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Điện Biên Phủ
ChIJ58ye8MkodTERoKSnVgJN3Xc,Giày Tây Nam Cao Cấp,Cửa hàng giày dép,,,"84 Đ. Điện Biên Phủ, Phường 17, Bình Thạnh, Thành phố Hồ Chí Minh","Phường 17, Bình Thạnh",84 Đ. Điện Biên Phủ,Thành phố Hồ Chí Minh,,"Bình Thạnh, Thành phố Hồ Chí Minh",VN,"10.795129099999999,106.7025785",10.795129099999999,106.7025785,88,Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,Hồ Chí Minh,True,Đường Điện Biên Phủ
ChIJezJ9ejQvdTERL_eGxyc2Zb4,Cửa Hàng Giày Dép Dr. Martens,Nhà sản xuất,,,"187, Hai Bà Trưng, Phường 6, Quận 3, Đa Kao, Quận 1, Thành phố Hồ Chí Minh","Đa Kao, Quận 1","187, Hai Bà Trưng, Phường 6, Quận 3",Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7860977,106.6945246",10.7860977,106.6945246,178A,Đường Hai Bà Trưng,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Hai Bà Trưng
ChIJ99K8YBQvdTERtmH6HYo2xAc,Shop Giày Rẽ Và Đẹp,Cửa hàng giày dép,0336 244 856,,"QMFW+CVX Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000","Phường Bến Thành, Quận 1",QMFW+CVX,Thành phố Hồ Chí Minh,700000.0,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7736076,106.69724079999999",10.7736076,106.69724079999999,,Đường Thủ Khoa Huân,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Thủ Khoa Huân
ChIJhU1SeD8vdTERpnDQFfTsO5o,Tiệm Giày 76,Cửa hàng giày dép,,,"76 P. Đức Chính, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh","Phường Nguyễn Thái Bình, Quận 1",76 P. Đức Chính,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.77032,106.6995419",10.77032,106.6995419,21-23,Đường Lê Công Kiều,Phường Nguyễn Thái Bình,Quận 1,Hồ Chí Minh,True,Đường Lê Công Kiều
ChIJ4QI-aTwvdTERh5d3a6Pb588,Shop Giày Dứa,Cửa hàng giày dép,,,"81 Đ. Cách Mạng Tháng 8, Phường Phạm Ngũ Lão, Tân Bình, Thành phố Hồ Chí Minh 700000","Phường Phạm Ngũ Lão, Tân Bình",81 Đ. Cách Mạng Tháng 8,Thành phố Hồ Chí Minh,700000.0,"Tân Bình, Thành phố Hồ Chí Minh",VN,"10.7720687,106.6919028",10.7720687,106.6919028,134,Đường Cách Mạng Tháng 8,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Cách Mạng Tháng 8
ChIJW2jjsj0vdTERmnbe-xuTixo,Hiệu Giày Carmen,Cửa hàng giày dép,,,"60 Đ. Nguyễn Trãi, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",60 Đ. Nguyễn Trãi,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.770478599999999,106.6918881",10.770478599999999,106.6918881,64,Đường Nguyễn Trãi,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Trãi
ChIJw853uQ8vdTERyVBPqwiPGIk,"Shop Hoa Nắng - Túi Giày Siêu Cấp - Like Authentic, Super, Vip",Cửa hàng giày dép,0966 650 000,,"22 Đ. Lê Thị Riêng, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh","Phường Phạm Ngũ Lão, Quận 1",22 Đ. Lê Thị Riêng,Thành phố Hồ Chí Minh,,"Quận 1, Thành phố Hồ Chí Minh",VN,"10.7715325,106.6924846",10.7715325,106.6924846,18,Đường Lê Thị Riêng,Phường Bến Thành,Quận 1,Hồ Chí Minh,True,Đường Lê Thị Riêng
ChIJY5_iAmsvdTERrWjuhGW5xmM,Giày 555,Cửa hàng giày dép,,,"36 Đoàn Văn Bơ, Phường 9, Quận 4, Thành phố Hồ Chí Minh","Phường 9, Quận 4",36 Đoàn Văn Bơ,Thành phố Hồ Chí Minh,,"Quận 4, Thành phố Hồ Chí Minh",VN,"10.7641917,106.7021607",10.7641917,106.7021607,14,Hẻm 40 Đoàn Văn Bơ,Phường 9,Quận 4,Hồ Chí Minh,True,Đường Đoàn Văn Bơ
ChIJsQjyUhkvdTERn9VTMN5rFMA,Cừa hàng giày shoozers.vn,Cửa hàng giày dép,,,"QM7J+9VG Phường 4, Quận 5, Thành phố Hồ Chí Minh","Phường 4, Quận 5",QM7J+9VG,Thành phố Hồ Chí Minh,,"Quận 5, Thành phố Hồ Chí Minh",VN,"10.7634435,106.68221489999999",10.7634435,106.68221489999999,233,Đường Nguyễn Văn Cừ,Phường 4,Quận 5,Hồ Chí Minh,True,Đường Nguyễn Văn Cừ
